"","ime","cena","link","prodajalec","cena_EUR","buildplans_sales","buildplans_reviews","buildplans_ratings","buildplans_sellers"
"54","Steel DINING TABLE FRAME, Steel dining table base, Metal dining table base, Steel table base for marble, reclaimed wood, glass table top",12600,"https://www.etsy.com/listing/1254107256/steel-dining-table-frame-steel-dining?click_key=22702a574e6f42397d6858d57e0465e85d0f7257%3A1254107256&click_sum=8ce0c2a3&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-38&pro=1&sts=1","GJsteelandwood",529.2,"7,758 sales","1,673 shop reviews","5 out of 5 stars","GJsteelandwood"
"55","Handmade Ottoman Tea Coffee Table or Footrest jute rope design Rustic Boho style",5150,"https://www.etsy.com/listing/863951663/handmade-ottoman-tea-coffee-table-or?click_key=b63b57268de611a752839bc24428e615b54902e3%3A863951663&click_sum=59057894&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-39&cns=1","WardasManufacture",216.3,"45 sales","11 reviews","5 out of 5 stars","WardasManufacture"
"56","18 in.Doll School Desk Woodworking Plans, Great for American Girl Dolls!",195.38,"https://www.etsy.com/listing/178379982/18-indoll-school-desk-woodworking-plans?click_key=664186bd5b5391aaeaa99e516e097afa0e02fc63%3A178379982&click_sum=382ee886&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-40","MakerWorksLLC",8.21,"1,406 sales","82 shop reviews","4.5 out of 5 stars","MakerWorksLLC"
"57","SET of 2 W-type Dining/ Kitchen table legs, Industrial table legs, Steel table legs, Metal table legs, Table base, Home interior",4950,"https://www.etsy.com/listing/1187976426/set-of-2-w-type-dining-kitchen-table?click_key=d2e78d28302d1e73048fc9d00249bd82b069c47f%3A1187976426&click_sum=78e0438c&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-41&pro=1&sts=1","GJsteelandwood",207.9,"7,758 sales","1,673 shop reviews","5 out of 5 stars","GJsteelandwood"
"58","Kira Stencil - Lovestencil - 2 Pack Tile Stencil Bathroom/Kitchen & Hallways Floors/Walls",411.05,"https://www.etsy.com/listing/1090991879/kira-stencil-lovestencil-2-pack-tile?click_key=4c681c8b02cac608feddab6da373bba95bc0da95%3A1090991879&click_sum=179df252&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-42","LoveStencil",17.26,"2,475 sales","282 shop reviews","4.5 out of 5 stars","LoveStencil"
"59","Miniature sampler kit 1:12 dollhouse miniatures petit point needlepoint w/ wooden frame dolls house nursery bedroom 32 count fabric 2 x 2.5”",443.91,"https://www.etsy.com/listing/177759460/miniature-sampler-kit-112-dollhouse?click_key=f4f5f61ae62a4f4efd17c5f2ecb6b1bc968ff7ae%3A177759460&click_sum=e8caa812&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-43&sts=1","DollhouseNeedlepoint",18.64,"2,070 sales","423 shop reviews","5 out of 5 stars","DollhouseNeedlepoint"
"60","Set of 2 Elegant Square type  Steel Legs | Dining Table Legs | Loft Style | Steel metal table legs | Dining table legs | Kitchen table legs",3300,"https://www.etsy.com/listing/1405283025/set-of-2-elegant-square-type-steel-legs?click_key=8fecae0f2a10196b68bcf931ba37b9e373b761a1%3A1405283025&click_sum=9bc4333a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-44&pro=1","WildWoodFactory",138.6,"307 sales","86 shop reviews","5 out of 5 stars","WildWoodFactory"
"61","Book nook accessories,  Arched door and balcony kit, book nook kit accessory.",175.08,"https://www.etsy.com/listing/1251634685/book-nook-accessories-arched-door-and?click_key=12487b660b963af94a4c9b599bd3a21879d95856%3A1251634685&click_sum=564f9a27&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-45&sts=1","HerasMiniatureManor",7.35,"2,197 sales","729 shop reviews","5 out of 5 stars","HerasMiniatureManor"
"62","Customizable Multi-Storey Pet House with Stairs - Handmade with Kiln Dried Pine for Small Animals",685.27,"https://www.etsy.com/listing/1049126921/customizable-multi-storey-pet-house-with?click_key=8a37693acc2822ffefcf500ad738fb53c2150bcf%3A1049126921&click_sum=8734b517&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-46&cns=1","PetExpert",28.78,"459 sales","196 shop reviews","5 out of 5 stars","PetExpert"
"63","SET of 2 TRAPEZOID - type dining table legs,Industrial style,Loft style,Minimalist,Metal table legs,Steel table legs,Dining,Kitchen,Office",4387.5,"https://www.etsy.com/listing/713552456/set-of-2-trapezoid-type-dining-table?click_key=e662ed24f18fa37db5849edbdd27a36ac0c56a5b%3A713552456&click_sum=c34b846e&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-47&pro=1&sts=1","GJsteelandwood",184.28,"7,758 sales","1,673 shop reviews","5 out of 5 stars","GJsteelandwood"
"64","Shelf holder, shelf carrier, shelf support, wall bracket incl. mounting screws and dowels",423.75,"https://www.etsy.com/listing/1197969224/shelf-holder-shelf-carrier-shelf-support?click_key=7d8c5ee9cb9e933140117b64fa8f8b3c5ec8ec36%3A1197969224&click_sum=8baa4cf1&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-48&frs=1&sts=1","EVERLOFT",17.8,"4,064 sales","525 reviews","5 out of 5 stars","EVERLOFT"
"65","Silves, KALLAX Decor, 1 Panel, Furniture Panel, Furniture Decor, Mirrored Furniture, Furniture Renovation, SKU:SIKLX",330.25,"https://www.etsy.com/listing/897741341/silves-kallax-decor-1-panel-furniture?click_key=ddeb2491fc91129366fc6c396acfa9158f25296b%3A897741341&click_sum=01143e68&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243763-250-1&sts=1","HomeArtStickers",13.87,"50,178 sales","5,745 shop reviews","4.5 out of 5 stars","HomeArtStickers"
"66","PLAY KITCHEN Type A2 SET, Kids Pretend Play, Montessori Wooden Kitchen Toys For Girls, Kitchen Pretend Play Toys For Playroom Decor",7740,"https://www.etsy.com/listing/1103901356/play-kitchen-type-a2-set-kids-pretend?click_key=fa3cd568ce5f923d3ae7ce85cf45ea81ca4a6c9c%3A1103901356&click_sum=58eef4c7&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243763-250-2&pro=1","WoodjoyCollection",325.08,"3,696 sales","671 shop reviews","5 out of 5 stars","WoodjoyCollection"
"67","4x Straight steel tube table legs | Desk legs, Coffee table legs, Bench legs | Square metal legs | Corner table legs (SET OF 4)",2975,"https://www.etsy.com/listing/1122456962/4x-straight-steel-tube-table-legs-desk?click_key=9e546a883135dd436a747c288b217512f65a67c5%3A1122456962&click_sum=f4b463ed&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243763-250-3&cns=1","timbuktuCrafts",124.95,"159 sales","34 reviews","4.5 out of 5 stars","timbuktuCrafts"
"68","NEW cat playground + Free Step Awesome wall pieces Wonderful wall decor Wall hangings shelves for cats Playing cat tower Cat furniture set",3912.24,"https://www.etsy.com/listing/1167720138/new-cat-playground-free-step-awesome?click_key=c77320be57c67f2c7d3ff37eeafbc7986af0bf11%3A1167720138&click_sum=e733559e&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243763-250-4&sts=1","wowhelperco",164.31,"2,063 sales","545 shop reviews","5 out of 5 stars","wowhelperco"
"69","Silicone Gypsum Molds Gypsum Form DIY Molds for Gypsum and Concrete Candle Cup Mold Candle Holder",472.75,"https://www.etsy.com/listing/1213328649/silicone-gypsum-molds-gypsum-form-diy?click_key=668d33d68fca3187406c0f96c7a48ec3ccd702c2%3A1213328649&click_sum=115aaa72&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243764-250-1&pro=1&frs=1","liweiweiwei",19.86,"234 sales","28 shop reviews","5 out of 5 stars","liweiweiwei"
"70","Holiday craft paper, Roycycled Treasures Decoupage Paper, Unique designs for fall, Christmas and Holiday crafts, DIY and furniture projects",265.59,"https://www.etsy.com/listing/1283227821/holiday-craft-paper-roycycled-treasures?click_key=121b3f2b74fe771b06a590b3ef976c3ad4179403%3A1283227821&click_sum=335e5fe4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243764-250-2&sca=1&sts=1","PoppiesandpanDecor",11.15,"2,911 sales","792 shop reviews","5 out of 5 stars","PoppiesandpanDecor"
"71","Wooden Double Glider/Rocker Building Plans",279.22,"https://www.etsy.com/listing/935848820/wooden-double-gliderrocker-building?click_key=9429fc698ff70c9a21e8b68852b352d13fb12b92%3A935848820&click_sum=dbdc05b0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243764-250-3","SandmannSpecialties",11.73,"5,600 sales","185 reviews","4.5 out of 5 stars","SandmannSpecialties"
"72","Ikea Kallax Expedit Decal \ Purple Flower \ Rack Sticker \ Removable Decal \ Peel and Stick \  Ikea Vinyl Decal",822.5,"https://www.etsy.com/listing/1384126668/ikea-kallax-expedit-decal-purple-flower?click_key=a9968c0d8d213b85c01a57d057c5a80e96d9d4f4%3A1384126668&click_sum=e880a2ab&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243764-250-4&sts=1","WallvyDecal",34.55,"240 sales","55 shop reviews","5 out of 5 stars","WallvyDecal"
"73","Coat Stand, Freestanding Coat Rack, Hat Rack, Jacket, Metal Hanger, Garment Rack Umbrella Floor Standing Clothes Rack Home Entryway Hallway",959.49,"https://www.etsy.com/listing/1397191976/coat-stand-freestanding-coat-rack-hat?click_key=94c806df3d9f541447c1260114ada8896d8edf41%3A1397191976&click_sum=511b1e5b&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243764-250-5","CRAFTSNCUSTOM",40.3,NA,NA,NA,NA
"74","Grunge Numbers - Roycycled Treasures Decoupage Paper-High quality unique papers for crafting, furniture, and other DIY projects.",265.59,"https://www.etsy.com/listing/1036833093/grunge-numbers-roycycled-treasures?click_key=7eacabfb7ad2ced2038ed28ff7ad1c1b853e19b9%3A1036833093&click_sum=6575b46a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243764-250-6&sts=1","PoppiesandpanDecor",11.15,"2,911 sales","792 reviews","5 out of 5 stars","PoppiesandpanDecor"
"75","Step stool wood two steps",1500,"https://www.etsy.com/listing/1248401880/step-stool-wood-two-steps?click_key=3e4188e94d32976d5dc3226e372b7cae1e019dcb%3A1248401880&click_sum=33b373e3&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243764-250-7","GiftsandmoreTM",63,"9 sales","3 shop reviews","5 out of 5 stars","GiftsandmoreTM"
"76","Farmhouse Table Guide",139.49,"https://www.etsy.com/listing/903918335/farmhouse-table-guide?click_key=66cde1b1b870f982a45327292ba60b6954f039a5%3A903918335&click_sum=f0d4b203&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243764-250-8","DIYHomeDecorGuides",5.86,"70 sales","5 shop reviews","5 out of 5 stars","DIYHomeDecorGuides"
"77","COFFEE table leg for ROUND table top, Industrial style table leg, Steel table leg, Dining table leg, Kitchen table leg/ Round",4545,"https://www.etsy.com/listing/1036329768/coffee-table-leg-for-round-table-top?click_key=3472527319f32e8887d535125c391ad4a3fa52e3%3A1036329768&click_sum=111ed638&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-5&pro=1&sts=1","GJsteelandwood",190.89,"7,758 sales","1,673 reviews","5 out of 5 stars","GJsteelandwood"
"78","Refined, Heavy Duty Dining Table, Desk, Square Table Legs, 28""H Chrome or Brushed Satin Nickel, DIY & Affordable, 4pc FAST SHIP",3631.4,"https://www.etsy.com/listing/575047377/refined-heavy-duty-dining-table-desk?click_key=2d1def3661f645593f632193cc2025526cc04e8b%3A575047377&click_sum=7341e641&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-6&sts=1","AlfaModernFurnishing",152.52,"6,483 sales","682 reviews","5 out of 5 stars","AlfaModernFurnishing"
"79","Metal Industrial Table Legs for coffee table | SET of 2 table legs | powder-coated | Steel metal table legs, coffee table legs | 1 PAAR",2475,"https://www.etsy.com/listing/1085861458/metal-industrial-table-legs-for-coffee?click_key=88ac917e0ab93ea313700b6ef8caa2f1ffe80084%3A1085861458&click_sum=dc8d119e&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-7&cns=1","timbuktuCrafts",103.95,"159 sales","34 shop reviews","4.5 out of 5 stars","timbuktuCrafts"
"80","Multi Metal Hairpin Coffee Table Legs , 10” Hairpin Table Legs , Height 8” - 11” Set(4)",7159.35,"https://www.etsy.com/listing/695248790/multi-metal-hairpin-coffee-table-legs-10?click_key=337a731818920d3b25cec2b337c5618801c14140%3A695248790&click_sum=742e4adf&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-8&frs=1&sts=1","Balasagun",300.69,"6,683 sales","888 shop reviews","5 out of 5 stars","Balasagun"
"81","Farmhouse End Table Build Plans - PDF Instant Download",111.78,"https://www.etsy.com/listing/947392840/farmhouse-end-table-build-plans-pdf?click_key=a28bae32ee570fcc194b24b71fe68e68fb7c5ca7%3A947392840&click_sum=e2df4198&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-9&sts=1","DesignsByDKWorkshop",4.69,"439 sales","51 shop reviews","5 out of 5 stars","DesignsByDKWorkshop"
"82","Digital Download Bunkbed PDF Pattern for Fashion Doll Plastic Canvas, Playhouse Bunkbed , Digital Download Pattern, Barbie",83.6,"https://www.etsy.com/listing/803440217/digital-download-bunkbed-pdf-pattern-for?click_key=edf52d95a4346240ee79546a8cdaa0644ac2ee23%3A803440217&click_sum=6e534887&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-10","FashionDollPlace",3.51,"13,957 sales","1,556 reviews","4.5 out of 5 stars","FashionDollPlace"
"83","Lamp made of old wooden hacksaw",9000,"https://www.etsy.com/listing/1308791305/lamp-made-of-old-wooden-hacksaw?click_key=ba48fe32f2faaadb0da024f45927db4350f6ebdc%3A1308791305&click_sum=136e3c37&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-11","gehandhabt",378,"0 sales","0 shop reviews","0 out of 5 stars","gehandhabt"
"84","Ikea Kallax Expedit Decal \ Dense Jungle \ Rack Sticker \ Removable Decal \ Peel and Stick \  Ikea Vinyl Decal",822.5,"https://www.etsy.com/listing/1398036143/ikea-kallax-expedit-decal-dense-jungle?click_key=0b8f7827c8e18a2cdb2990fef280af9bdda4f6a0%3A1398036143&click_sum=e93a9222&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-12&sts=1","WallvyDecal",34.55,"240 sales","55 shop reviews","5 out of 5 stars","WallvyDecal"
"85","Art Nouveau Chair Dollhouse miniature kit 1:12",448.75,"https://www.etsy.com/listing/552295536/art-nouveau-chair-dollhouse-miniature?click_key=a86697963ada673b643cc3fb68f118e762fb0a0d%3A552295536&click_sum=f3f28e84&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-13","ArjenSpinhovenMiniat",18.85,"10,264 sales","2,890 reviews","5 out of 5 stars","ArjenSpinhovenMiniat"
"86","Floral Bouquet Pink Hollyhock Bouquet Digital Download, Image, Vintage, Printable, Clipart, DIY Crafts, 1800's, PNG, JPG",27.94,"https://www.etsy.com/listing/956134442/floral-bouquet-pink-hollyhock-bouquet?click_key=cc21a4789daa7695db7cd6ed132733ac72c19a37%3A956134442&click_sum=921587b2&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-14","SheShedPrintables",1.17,"9,088 sales","1,060 shop reviews","5 out of 5 stars","SheShedPrintables"
"87","1:12 complete Stair Kits, barewood - Interchangeable Left or Right Hand Rail C01",630.6,"https://www.etsy.com/listing/701231641/112-complete-stair-kits-barewood?click_key=5ba2ce2a2a198b2d0447e204c33ad6017b22eb9c%3A701231641&click_sum=66415212&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-15","DollsHouseDirect",26.49,"19,022 sales","5,380 shop reviews","5 out of 5 stars","DollsHouseDirect"
"88","Minimal dining table in solid wood 6 people",10125,"https://www.etsy.com/listing/1312331046/minimal-dining-table-in-solid-wood-6?click_key=2cbabe7610e58bd497f9ee9f653537bf4f7603b1%3A1312331046&click_sum=6a85e2f3&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-16&pro=1&frs=1","GlifoFurniture",425.25,"124 sales","31 shop reviews","4.5 out of 5 stars","GlifoFurniture"
"89","THE BEST quality SET of 2  table legs, Industrial style table legs, Steel metal table legs, Dining table legs, Kitchen table legs",5287.5,"https://www.etsy.com/listing/701165817/the-best-quality-set-of-2-table-legs?click_key=4ccbb6b66f1b641fb326594b11aa0129be0d0d44%3A701165817&click_sum=a3397da9&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-9&pro=1&sts=1","GJsteelandwood",222.08,"7,758 sales","1,673 reviews","5 out of 5 stars","GJsteelandwood"
"90","4x Hplrif Hairpin Leg ribbed",923.75,"https://www.etsy.com/listing/671056514/4x-hplrif-hairpin-leg-ribbed?click_key=ec187e4d34b82f7c0f99926381a4d28cb52f4d77%3A671056514&click_sum=861abfe6&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-10","GieseMetalldesign",38.8,"5,218 sales","413 reviews","5 out of 5 stars","GieseMetalldesign"
"91","Almada, MALM Kits, Furniture Overlays, Furniture Decor, Furniture Appliques, Mirrored Furniture, Refurbished Furniture, SKU:ALMA",685.91,"https://www.etsy.com/listing/577200506/almada-malm-kits-furniture-overlays?click_key=344badfe9ebed58395c47ddbfda83d5bfdfab8f0%3A577200506&click_sum=0c11d2b5&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-11&sts=1","HomeArtStickers",28.81,"50,178 sales","5,745 reviews","4.5 out of 5 stars","HomeArtStickers"
